Item Title;Publication Title;Book Series Title;Journal Volume;Journal Issue;Item DOI;Authors;Publication Year;URL;Content Type;Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Fast Functional Test Generation Using an SDL Model;Testing of Communicating Systems;;;;10.1007/978-0-387-35567-2_19;Robert L. ProbertAlan W. Williams;1999;http://link.springer.com/chapter/10.1007/978-0-387-35567-2_19;Chapter;"Fast Functional Test Generation Using an SDL Model,""Testing of Communicating Systems"","""","""","""",""10.1007/978-0-387-35567-2_19"",""Robert L. ProbertAlan W. Williams"",""1999"",""http://link.springer.com/chapter/10.1007/978-0-387-35567-2_19"",""Chapter"""
Power-aware performance management of virtualized enterprise servers via robust adaptive control;Cluster Computing;;18;1;10.1007/s10586-014-0407-7;Xiaoyu ShiChristopher A. BriereSeddik M. DjouadiYefu WangYong Feng;2015;http://link.springer.com/article/10.1007/s10586-014-0407-7;Article;"Power-aware performance management of virtualized enterprise servers via robust adaptive control,""Cluster Computing"","""",""18"",""1"",""10.1007/s10586-014-0407-7"",""Xiaoyu ShiChristopher A. BriereSeddik M. DjouadiYefu WangYong Feng"",""2015"",""http://link.springer.com/article/10.1007/s10586-014-0407-7"",""Article"""
Cloudifying Mobile Network Management: Performance Tests of Event Distribution and Rule Processing;Mobile Networks and Management;;;;10.1007/978-3-319-04277-0_8;Sumit DawarSven van der MeerJohn KeeneyEnda FallonTom Bennet;2013;http://link.springer.com/chapter/10.1007/978-3-319-04277-0_8;Chapter;"Cloudifying Mobile Network Management: Performance Tests of Event Distribution and Rule Processing,""Mobile Networks and Management"","""","""","""",""10.1007/978-3-319-04277-0_8"",""Sumit DawarSven van der MeerJohn KeeneyEnda FallonTom Bennet"",""2013"",""http://link.springer.com/chapter/10.1007/978-3-319-04277-0_8"",""Chapter"""
Testing Continuous Double Auctions with a Constraint-Based Oracle;Principles and Practice of Constraint Programming – CP 2010;;;;10.1007/978-3-642-15396-9_48;Roberto Castañeda LozanoChristian SchulteLars Wahlberg;2010;http://link.springer.com/chapter/10.1007/978-3-642-15396-9_48;Chapter;"Testing Continuous Double Auctions with a Constraint-Based Oracle,""Principles and Practice of Constraint Programming – CP 2010"","""","""","""",""10.1007/978-3-642-15396-9_48"",""Roberto Castañeda LozanoChristian SchulteLars Wahlberg"",""2010"",""http://link.springer.com/chapter/10.1007/978-3-642-15396-9_48"",""Chapter"""
Dynamic Resources Management of Virtual Appliances on a Computational Cluster;Euro-Par 2008 Workshops - Parallel Processing;;;;10.1007/978-3-642-00955-6_5;Alexander A. MoskovskyArtem Y. PervinBruce J. Walker;2009;http://link.springer.com/chapter/10.1007/978-3-642-00955-6_5;Chapter;"Dynamic Resources Management of Virtual Appliances on a Computational Cluster,""Euro-Par 2008 Workshops - Parallel Processing"","""","""","""",""10.1007/978-3-642-00955-6_5"",""Alexander A. MoskovskyArtem Y. PervinBruce J. Walker"",""2009"",""http://link.springer.com/chapter/10.1007/978-3-642-00955-6_5"",""Chapter"""
PRODA: improving parallel programs on GPUs through dependency analysis;Cluster Computing;;;;10.1007/s10586-017-1295-4;Xiong WeiMing HuTao PengMinghua JiangZhiying WangXiao Qin;2017;http://link.springer.com/article/10.1007/s10586-017-1295-4;Article;"PRODA: improving parallel programs on GPUs through dependency analysis,""Cluster Computing"","""","""","""",""10.1007/s10586-017-1295-4"",""Xiong WeiMing HuTao PengMinghua JiangZhiying WangXiao Qin"",""2017"",""http://link.springer.com/article/10.1007/s10586-017-1295-4"",""Article"""
Pushing the Boundaries of Reasoning About Qualified Cardinality Restrictions;Frontiers of Combining Systems;;;;10.1007/978-3-319-66167-4_6;Jelena VlasenkoVolker HaarslevBrigitte Jaumard;2017;http://link.springer.com/chapter/10.1007/978-3-319-66167-4_6;Chapter;"Pushing the Boundaries of Reasoning About Qualified Cardinality Restrictions,""Frontiers of Combining Systems"","""","""","""",""10.1007/978-3-319-66167-4_6"",""Jelena VlasenkoVolker HaarslevBrigitte Jaumard"",""2017"",""http://link.springer.com/chapter/10.1007/978-3-319-66167-4_6"",""Chapter"""
Finding robust solutions in requirements models;Automated Software Engineering;;17;1;10.1007/s10515-009-0059-7;Gregory GayTim MenziesOmid JalaliGregory MundyBeau GilkersonMartin FeatherJames Kiper;2009;http://link.springer.com/article/10.1007/s10515-009-0059-7;Article;"Finding robust solutions in requirements models,""Automated Software Engineering"","""",""17"",""1"",""10.1007/s10515-009-0059-7"",""Gregory GayTim MenziesOmid JalaliGregory MundyBeau GilkersonMartin FeatherJames Kiper"",""2009"",""http://link.springer.com/article/10.1007/s10515-009-0059-7"",""Article"""
uBuild: Automated Testing and Performance Evaluation of Embedded Linux Systems;Architecture of Computing Systems – ARCS 2014;;;;10.1007/978-3-319-04891-8_11;Fabio ErculianiLuca AbeniLuigi Palopoli;2014;http://link.springer.com/chapter/10.1007/978-3-319-04891-8_11;Chapter;"uBuild: Automated Testing and Performance Evaluation of Embedded Linux Systems,""Architecture of Computing Systems – ARCS 2014"","""","""","""",""10.1007/978-3-319-04891-8_11"",""Fabio ErculianiLuca AbeniLuigi Palopoli"",""2014"",""http://link.springer.com/chapter/10.1007/978-3-319-04891-8_11"",""Chapter"""
On the incremental growth and shrinkage of LR goto-graphs;Acta Informatica;;51;7;10.1007/s00236-014-0201-2;Walter CazzolaEdoardo Vacchi;2014;http://link.springer.com/article/10.1007/s00236-014-0201-2;Article;"On the incremental growth and shrinkage of LR goto-graphs,""Acta Informatica"","""",""51"",""7"",""10.1007/s00236-014-0201-2"",""Walter CazzolaEdoardo Vacchi"",""2014"",""http://link.springer.com/article/10.1007/s00236-014-0201-2"",""Article"""
A New Clustering Algorithm for Transaction Data via Caucus;Advances in Knowledge Discovery and Data Mining;;;;10.1007/3-540-36175-8_55;Jinmei XuHui XiongSam Yuan SungVipin Kumar;2003;http://link.springer.com/chapter/10.1007/3-540-36175-8_55;Chapter;"A New Clustering Algorithm for Transaction Data via Caucus,""Advances in Knowledge Discovery and Data Mining"","""","""","""",""10.1007/3-540-36175-8_55"",""Jinmei XuHui XiongSam Yuan SungVipin Kumar"",""2003"",""http://link.springer.com/chapter/10.1007/3-540-36175-8_55"",""Chapter"""
Parallel Pseudo-Spectral Methods for the Time-Dependent Schrödinger Equation;Parallel Computing;;;;10.1007/978-1-84882-409-6_9;Tore BirkelandTor Sørevik;2009;http://link.springer.com/chapter/10.1007/978-1-84882-409-6_9;Chapter;"Parallel Pseudo-Spectral Methods for the Time-Dependent Schrödinger Equation,""Parallel Computing"","""","""","""",""10.1007/978-1-84882-409-6_9"",""Tore BirkelandTor Sørevik"",""2009"",""http://link.springer.com/chapter/10.1007/978-1-84882-409-6_9"",""Chapter"""
Maxx: Test Pattern Optimisation with Local Search Over an Extended Logic;Constraints;;12;4;10.1007/s10601-007-9025-9;Francisco Azevedo;2007;http://link.springer.com/article/10.1007/s10601-007-9025-9;Article;"Maxx: Test Pattern Optimisation with Local Search Over an Extended Logic,""Constraints"","""",""12"",""4"",""10.1007/s10601-007-9025-9"",""Francisco Azevedo"",""2007"",""http://link.springer.com/article/10.1007/s10601-007-9025-9"",""Article"""
Monitoring with Data Automata;Leveraging Applications of Formal Methods, Verification and Validation. Specialized Techniques and Applications;;;;10.1007/978-3-662-45231-8_18;Klaus Havelund;2014;http://link.springer.com/chapter/10.1007/978-3-662-45231-8_18;Chapter;"Monitoring with Data Automata,""Leveraging Applications of Formal Methods, Verification and Validation. Specialized Techniques and Applications"","""","""","""",""10.1007/978-3-662-45231-8_18"",""Klaus Havelund"",""2014"",""http://link.springer.com/chapter/10.1007/978-3-662-45231-8_18"",""Chapter"""
Introducing IoC and DI in Spring;Pro Spring 5;;;;10.1007/978-1-4842-2808-1_3;Iuliana CosminaRob HarropChris SchaeferClarence Ho;2017;http://link.springer.com/chapter/10.1007/978-1-4842-2808-1_3;Chapter;"Introducing IoC and DI in Spring,""Pro Spring 5"","""","""","""",""10.1007/978-1-4842-2808-1_3"",""Iuliana CosminaRob HarropChris SchaeferClarence Ho"",""2017"",""http://link.springer.com/chapter/10.1007/978-1-4842-2808-1_3"",""Chapter"""
Distance-Aware Selective Online Query Processing Over Large Distributed Graphs;Data Science and Engineering;;2;1;10.1007/s41019-016-0023-z;Xiaofei ZhangLei Chen;2017;http://link.springer.com/article/10.1007/s41019-016-0023-z;Article;"Distance-Aware Selective Online Query Processing Over Large Distributed Graphs,""Data Science and Engineering"","""",""2"",""1"",""10.1007/s41019-016-0023-z"",""Xiaofei ZhangLei Chen"",""2017"",""http://link.springer.com/article/10.1007/s41019-016-0023-z"",""Article"""
Organizing Large Scale Hacking Competitions;Detection of Intrusions and Malware, and Vulnerability Assessment;;;;10.1007/978-3-642-14215-4_8;Nicholas ChildersBryce BoeLorenzo CavallaroLudovico CavedonMarco CovaManuel EgeleGiovanni Vigna;2010;http://link.springer.com/chapter/10.1007/978-3-642-14215-4_8;Chapter;"Organizing Large Scale Hacking Competitions,""Detection of Intrusions and Malware, and Vulnerability Assessment"","""","""","""",""10.1007/978-3-642-14215-4_8"",""Nicholas ChildersBryce BoeLorenzo CavallaroLudovico CavedonMarco CovaManuel EgeleGiovanni Vigna"",""2010"",""http://link.springer.com/chapter/10.1007/978-3-642-14215-4_8"",""Chapter"""
Evaluation;Semantic Methods for Execution-level Business Process Modeling;;;;10.1007/978-3-642-05085-5_6;Ingo M. Weber;2009;http://link.springer.com/chapter/10.1007/978-3-642-05085-5_6;Chapter;"Evaluation,""Semantic Methods for Execution-level Business Process Modeling"","""","""","""",""10.1007/978-3-642-05085-5_6"",""Ingo M. Weber"",""2009"",""http://link.springer.com/chapter/10.1007/978-3-642-05085-5_6"",""Chapter"""
The XML-λ XPath Processor: Benchmarking and Results;Database and XML Technologies;;;;10.1007/978-3-642-03555-5_5;Jan StoklasaPavel Loupal;2009;http://link.springer.com/chapter/10.1007/978-3-642-03555-5_5;Chapter;"The XML-λ XPath Processor: Benchmarking and Results,""Database and XML Technologies"","""","""","""",""10.1007/978-3-642-03555-5_5"",""Jan StoklasaPavel Loupal"",""2009"",""http://link.springer.com/chapter/10.1007/978-3-642-03555-5_5"",""Chapter"""
ArchSim: A System-Level Parallel Simulation Platform for the Architecture Design of High Performance Computer;Journal of Computer Science and Technology;;24;5;10.1007/s11390-009-9281-9;Yong-Qin HuangHong-Liang LiXiang-Hui XieLei QianZi-Yu HaoFeng GuoKun Zhang;2009;http://link.springer.com/article/10.1007/s11390-009-9281-9;Article;"ArchSim: A System-Level Parallel Simulation Platform for the Architecture Design of High Performance Computer,""Journal of Computer Science and Technology"","""",""24"",""5"",""10.1007/s11390-009-9281-9"",""Yong-Qin HuangHong-Liang LiXiang-Hui XieLei QianZi-Yu HaoFeng GuoKun Zhang"",""2009"",""http://link.springer.com/article/10.1007/s11390-009-9281-9"",""Article"""
An Environment for Specifying Properties of Dyadic Relations and Reasoning about Them I: Language Extension Mechanisms;Theory and Applications of Relational Structures as Knowledge Instruments;;;;10.1007/978-3-540-24615-2_5;Pasquale CaianielloStefania CostantiniEugenio G. Omodeo;2003;http://link.springer.com/chapter/10.1007/978-3-540-24615-2_5;Chapter;"An Environment for Specifying Properties of Dyadic Relations and Reasoning about Them I: Language Extension Mechanisms,""Theory and Applications of Relational Structures as Knowledge Instruments"","""","""","""",""10.1007/978-3-540-24615-2_5"",""Pasquale CaianielloStefania CostantiniEugenio G. Omodeo"",""2003"",""http://link.springer.com/chapter/10.1007/978-3-540-24615-2_5"",""Chapter"""
Performance Analysis of an Adaptive User Interface System Based on Mobile Agents;Engineering Interactive Systems;;;;10.1007/978-3-540-92698-6_1;Nikola MitrovićJose A. RoyoEduardo Mena;2008;http://link.springer.com/chapter/10.1007/978-3-540-92698-6_1;Chapter;"Performance Analysis of an Adaptive User Interface System Based on Mobile Agents,""Engineering Interactive Systems"","""","""","""",""10.1007/978-3-540-92698-6_1"",""Nikola MitrovićJose A. RoyoEduardo Mena"",""2008"",""http://link.springer.com/chapter/10.1007/978-3-540-92698-6_1"",""Chapter"""
PASS: String Solving with Parameterized Array and Interval Automaton;Hardware and Software: Verification and Testing;;;;10.1007/978-3-319-03077-7_2;Guodong LiIndradeep Ghosh;2013;http://link.springer.com/chapter/10.1007/978-3-319-03077-7_2;Chapter;"PASS: String Solving with Parameterized Array and Interval Automaton,""Hardware and Software: Verification and Testing"","""","""","""",""10.1007/978-3-319-03077-7_2"",""Guodong LiIndradeep Ghosh"",""2013"",""http://link.springer.com/chapter/10.1007/978-3-319-03077-7_2"",""Chapter"""
Understanding DMA Malware;Detection of Intrusions and Malware, and Vulnerability Assessment;;;;10.1007/978-3-642-37300-8_2;Patrick StewinIurii Bystrov;2013;http://link.springer.com/chapter/10.1007/978-3-642-37300-8_2;Chapter;"Understanding DMA Malware,""Detection of Intrusions and Malware, and Vulnerability Assessment"","""","""","""",""10.1007/978-3-642-37300-8_2"",""Patrick StewinIurii Bystrov"",""2013"",""http://link.springer.com/chapter/10.1007/978-3-642-37300-8_2"",""Chapter"""
ALADIN - a Magic Lamp for the Elderly?;Handbook of Ambient Intelligence and Smart Environments;;;;10.1007/978-0-387-93808-0_44;Edith MaierGuido Kempter;2010;http://link.springer.com/chapter/10.1007/978-0-387-93808-0_44;Chapter;"ALADIN - a Magic Lamp for the Elderly?,""Handbook of Ambient Intelligence and Smart Environments"","""","""","""",""10.1007/978-0-387-93808-0_44"",""Edith MaierGuido Kempter"",""2010"",""http://link.springer.com/chapter/10.1007/978-0-387-93808-0_44"",""Chapter"""
An Online Control Framework for Designing Self-Optimizing Computing Systems: Application to Power Management;Self-star Properties in Complex Information Systems;;;;10.1007/11428589_12;Nagarajan KandasamySherif AbdelwahedGregory C. SharpJohn P. Hayes;2005;http://link.springer.com/chapter/10.1007/11428589_12;Chapter;"An Online Control Framework for Designing Self-Optimizing Computing Systems: Application to Power Management,""Self-star Properties in Complex Information Systems"","""","""","""",""10.1007/11428589_12"",""Nagarajan KandasamySherif AbdelwahedGregory C. SharpJohn P. Hayes"",""2005"",""http://link.springer.com/chapter/10.1007/11428589_12"",""Chapter"""
Grid-based Data Access to Nucleotide Sequence Database;New Generation Computing;;25;4;10.1007/s00354-007-0026-4;Frank Zhigang WangSining WuNa HelianZhiwei XuYuhui DengVineet KhareChenhan LiaoChris ThompsonMichael Parker;2007;http://link.springer.com/article/10.1007/s00354-007-0026-4;Article;"Grid-based Data Access to Nucleotide Sequence Database,""New Generation Computing"","""",""25"",""4"",""10.1007/s00354-007-0026-4"",""Frank Zhigang WangSining WuNa HelianZhiwei XuYuhui DengVineet KhareChenhan LiaoChris ThompsonMichael Parker"",""2007"",""http://link.springer.com/article/10.1007/s00354-007-0026-4"",""Article"""
A Role-Based Approach towards Modular Language Engineering;Software Language Engineering;;;;10.1007/978-3-642-12107-4_19;Christian WendeNils ThiemeSteffen Zschaler;2010;http://link.springer.com/chapter/10.1007/978-3-642-12107-4_19;Chapter;"A Role-Based Approach towards Modular Language Engineering,""Software Language Engineering"","""","""","""",""10.1007/978-3-642-12107-4_19"",""Christian WendeNils ThiemeSteffen Zschaler"",""2010"",""http://link.springer.com/chapter/10.1007/978-3-642-12107-4_19"",""Chapter"""
Introduction;Maximizing .NET Performance;;;;10.1007/978-1-4302-0784-9_1;Nick Wienholt;2004;http://link.springer.com/chapter/10.1007/978-1-4302-0784-9_1;Chapter;"Introduction,""Maximizing .NET Performance"","""","""","""",""10.1007/978-1-4302-0784-9_1"",""Nick Wienholt"",""2004"",""http://link.springer.com/chapter/10.1007/978-1-4302-0784-9_1"",""Chapter"""
Systematic Robustness-Testing RI-Pro of BGP;Parallel and Distributed Processing and Applications;;;;10.1007/978-3-540-30566-8_55;Lechun WangPeidong ZhuZhenghu Gong;2005;http://link.springer.com/chapter/10.1007/978-3-540-30566-8_55;Chapter;"Systematic Robustness-Testing RI-Pro of BGP,""Parallel and Distributed Processing and Applications"","""","""","""",""10.1007/978-3-540-30566-8_55"",""Lechun WangPeidong ZhuZhenghu Gong"",""2005"",""http://link.springer.com/chapter/10.1007/978-3-540-30566-8_55"",""Chapter"""
Hermes: Agent-Based Middleware for Mobile Computing;Formal Methods for Mobile Computing;;;;10.1007/11419822_8;Flavio CorradiniEmanuela Merelli;2005;http://link.springer.com/chapter/10.1007/11419822_8;Chapter;"Hermes: Agent-Based Middleware for Mobile Computing,""Formal Methods for Mobile Computing"","""","""","""",""10.1007/11419822_8"",""Flavio CorradiniEmanuela Merelli"",""2005"",""http://link.springer.com/chapter/10.1007/11419822_8"",""Chapter"""
